5358 19.6675 0.992763 0.999283 0.971265 1742.09 58.1484 0.0730773 41.0128 0.0622736 69.3795 0.0795338 89.2457 0.0902048 1755.24
5357 34.6757 0.994922 1.00061  0.971152 3064.25 57.9722 0.0718733 40.884 0.0612479  69.0949 0.0782664 88.8423 0.0887488	3080.67
5356 49.7569 0.902255 0.905898 0.970577 3979.77 57.7229 0.0747126 40.7112 0.0636885 68.8087 0.0774829 88.6714 0.0879581	4412.01
5355 65.036  0.783517 0.789809 0.970383 4541.53 57.9334 0.0719187 40.8441 0.0613014 69.1265 0.0695383 89.1557 0.0789725	5798.34
